gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Microglia	Neuron
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	0.059	0.002
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	0.029	0.001
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	0.001	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.004	0.071
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC05B6D413B	0.005	0.003
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	0.006	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC069F95780	0.001	0.001
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.0	0.005
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC02F06FF62	0.004	0.001
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0EC572716	0.006	0.018
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	0.004	0.001
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	0.004	0.003
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	0.004	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0BD4C290F	0.004	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	0.005	0.043
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0DA5EFA18	0.002	0.001
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.008	0.004
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.019	0.004
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.007	0.003
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.001	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.011	0.008
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0EACF2D60	0.008	0.001
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	0.027	0.002
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00BE2EEE3	0.01	0.004
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.033	0.009
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC05D87F723	0.001	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0606C6896	0.005	0.001
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC01EA4FF6B	0.002	0.016
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC036D78A43	0.001	0.001
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC054484F7B	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC02392F4AF	0.01	0.004
FN1	P02751	False	FINC_HUMAN		CPI-SC01FFC9392	0.039	0.006
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CA7B34A5	0.022	0.01
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC05CCF815E	0.005	0.001
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC07222A428	0.028	0.01
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0FBFA176B	0.006	0.008
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC08D8A859F	0.059	0.002
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0814068D9	0.029	0.001
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0D870AE49	0.001	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0E4E54E13	0.004	0.071
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC08F797F90	0.005	0.003
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC035134F18	0.006	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC04B354AE3	0.001	0.001
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0FC645961	0.0	0.005
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC058845C44	0.004	0.001
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC09C0B5D08	0.006	0.018
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC039D075C6	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC04B0064C4	0.004	0.001
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC03DD752AB	0.004	0.003
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC052A417CB	0.004	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0E0C50FCA	0.004	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01E9FAC20	0.005	0.043
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC061137A41	0.002	0.001
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC08226CD3B	0.008	0.004
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0ADD7BEF0	0.019	0.004
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC083EDDA21	0.007	0.003
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0CCF30377	0.001	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0CE6F5084	0.011	0.008
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0AD6D8724	0.008	0.001
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0F300DE24	0.027	0.002
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00064A9CE	0.01	0.004
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0E3784FFB	0.044	0.01
FN1	P02751	False	FINC_HUMAN		CPI-SC04F2478E9	0.039	0.006
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02BFEEC8A	0.0	0.0
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0ED0520DD	0.013	0.007
CSPG4	Q6UVK1	False	CSPG4_HUMAN		CPI-SC09938698A	0.002	0.004
FN1	P02751	False	FINC_HUMAN		CPI-SC06364D669	0.039	0.006
TNC	P24821	False	TENA_HUMAN		CPI-SC0BC542ACC	0.002	0.04
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E9C058EB	0.001	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0A9EB628A	0.004	0.116
JAM2	P57087	False	JAM2_HUMAN		CPI-SC070D5A96F	0.006	0.031
FN1	P02751	False	FINC_HUMAN		CPI-SC0B4D7E0FF	0.039	0.006
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC08E97F7CA	0.004	0.116
FN1	P02751	False	FINC_HUMAN		CPI-SC08B2AD7C6	0.039	0.006
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0592EC3D0	0.053	0.003
FBN1	P35555	False	FBN1_HUMAN		CPI-SC058F72F90	0.008	0.004
FN1	P02751	False	FINC_HUMAN		CPI-SC092C3E4DF	0.039	0.006
TNC	P24821	False	TENA_HUMAN		CPI-SC01195CB48	0.002	0.04
FN1	P02751	False	FINC_HUMAN		CPI-SC096929DB0	0.039	0.006
VTN	P04004	False	VTNC_HUMAN		CPI-SC067AD890A	0.03	0.024
FN1	P02751	False	FINC_HUMAN		CPI-SC0847A64D2	0.039	0.006
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0EEF3A379	0.044	0.01
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0A2FE9693	0.044	0.01
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.001	0.007
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.002	0.006
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.001	0.007
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	0.004	0.036
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.001	0.001
FGF5	P12034	False	FGF5_HUMAN		CPI-SS066347638	0.018	0.001
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.001	0.002
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.001	0.007
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	0.004	0.036
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.001	0.001
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.024	0.008
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.001	0.007
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	0.004	0.036
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.004	0.003
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.001	0.001
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.018	0.001
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.001	0.002
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.024	0.008
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.006	0.002
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	0.067	0.139
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.001	0.007
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	0.004	0.036
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.001	0.001
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.018	0.001
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.001	0.002
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	0.527	0.863
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.001	0.007
TNC	P24821	False	TENA_HUMAN		CPI-SC056BF6CBB	0.002	0.04
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC062D34C2A	0.004	0.116
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	0.004	0.036
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.002	0.001
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.062	0.003
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.01	0.003
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.036	0.046
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.018	0.001
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.053	0.003
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.006	0.031
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.175	0.036
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	0.183	0.291
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.002	0.002
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.004	0.003
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.028	0.003
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.005	0.013
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.001	0.07
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.143	0.07
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.002	0.001
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.002	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	0.001	0.07
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.001	0.07
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.001	0.07
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.001	0.07
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	0.005	0.005
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.001	0.07
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	0.002	0.01
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.001	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.001	0.07
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	0.002	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.001	0.07
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	0.005	0.005
MTNR1B	P49286	False	MTR1B_HUMAN		CPI-SS04C3EC52C	0.001	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.001	0.07
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	0.004	0.003
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS03098AC28	0.067	0.086
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.0	0.001
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.013	0.01
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.0	0.0
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.0	0.0
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.001	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	0.005	0.005
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.001	0.001
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0F4AC5AA2	0.001	0.001
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	0.005	0.003
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.005	0.002
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	0.007	0.002
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.001	0.001
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	0.067	0.086
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.279	0.048
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.047	0.016
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	0.279	0.048
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.047	0.016
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.004	0.008
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.279	0.048
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.004	0.008
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.001	0.002
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	0.279	0.048
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.047	0.016
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.047	0.016
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	0.818	0.465
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.006	0.021
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.001	0.001
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.001	0.001
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.005	0.002
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.001	0.001
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.052	0.019
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.053	0.008
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.052	0.019
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.044	0.034
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.084	0.044
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.052	0.019
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.084	0.032
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.004	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.047	0.032
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.002	0.001
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.019	0.017
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.271	0.877
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.028	0.0
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.005	0.002
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.0	0.001
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.084	0.094
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	0.746	0.442
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.019	0.06
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.004	0.036
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.019	0.06
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.004	0.036
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.019	0.06
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.004	0.036
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.006	0.013
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.004	0.036
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.002	0.01
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.004	0.036
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.062	0.024
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	0.004	0.036
FZD9	O00144	False	FZD9_HUMAN		CPI-SS030EDC420	0.001	0.018
FZD9	O00144	False	FZD9_HUMAN		CPI-SS05C2D0200	0.001	0.018
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.001	0.018
CCL8	P80075	False	CCL8_HUMAN		CPI-SS008700E67	0.0	0.001
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.0
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.0
VIP	P01282	False	VIP_HUMAN		CPI-SS0F9BBC31B	0.012	0.016
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0D377BBBF	0.012	0.001
VIP	P01282	False	VIP_HUMAN		CPI-SS0C8A09915	0.012	0.016
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.012	0.001
VIP	P01282	False	VIP_HUMAN		CPI-SS05B60E59C	0.012	0.016
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS02CCE14A7	0.012	0.001
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0098B5107	0.012	0.001
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.012	0.001
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.015	0.002
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.045	0.048
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.001	0.0
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.081	0.06
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.002	0.006
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.005	0.001
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.045	0.048
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.015	0.002
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.015	0.002
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.042	0.021
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC033E22B14	0.015	0.002
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.015	0.002
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	0.045	0.048
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	0.271	0.877
MDK	P21741	False	MK_HUMAN		CPI-SS012AFC842	0.045	0.048
PTN	P21246	False	PTN_HUMAN		CPI-SS05D7900BF	0.271	0.877
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS048604E28	0.001	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0193C3064	0.004	0.001
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D782F60B	0.012	0.005
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS080C0EEB8	0.001	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0B2D5BA95	0.005	0.001
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0DC5ADBF1	0.004	0.001
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0CA020C34	0.012	0.005
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0E4DE8215	0.006	0.001
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D81C6C1D	0.018	0.022
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0261EA048	0.001	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS01C2BA5C8	0.005	0.001
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02C418D99	0.006	0.001
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0097929A7	0.002	0.006
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0D4F593F1	0.005	0.001
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	0.01	0.017
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	0.021	0.004
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	0.064	0.014
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	0.001	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	0.147	0.011
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0C56C483F	0.005	0.001
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.008	0.007
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.005	0.001
WNT1	P04628	False	WNT1_HUMAN		CPI-SS00A6240B6	0.004	0.001
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS002673EFE	0.005	0.001
WNT1	P04628	False	WNT1_HUMAN		CPI-SS014B0FCD2	0.004	0.001
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0F26BB901	0.006	0.001
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.005	0.001
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0E0BCE16F	0.067	0.139
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.067	0.139
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07833475A	0.067	0.139
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.067	0.139
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.527	0.863
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0649EA05F	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.019	0.127
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07A0F4D73	0.067	0.139
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS01D785DBA	0.527	0.863
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0883B7EE4	0.019	0.127
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0BF490275	0.067	0.139
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.527	0.863
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	0.01	0.017
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.021	0.004
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.064	0.014
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.001	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.147	0.011
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.051	0.004
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0816A4ED4	0.004	0.001
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.019	0.127
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	0.527	0.863
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	0.527	0.863
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0658257AC	0.004	0.001
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	0.527	0.863
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0EB136379	0.004	0.001
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0D8972B21	0.004	0.001
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.012	0.005
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.001	0.001
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0C2561156	0.006	0.001
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0B8083B44	0.018	0.022
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS01469637C	0.002	0.001
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.002	0.001
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.002	0.008
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0E1A8414D	0.0	0.001
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.002	0.001
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.002	0.008
DLK1	P80370	False	DLK1_HUMAN		CPI-SS007AA9FDE	0.0	0.001
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	0.001	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	0.002	0.002
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	0.019	0.017
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.019	0.017
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.007	0.073
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.019	0.017
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	0.007	0.032
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	0.198	0.16
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.002	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0C412B7DE	0.0	0.001
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	0.198	0.16
